BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.314536875302842e8,564009.2630915174,-666608.9124212032,0.0,0.0,0.0,0.0,0.0,0.0,-3.3174035912921995e8
t1,28672.203870000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28684.93347
t2,27989.99349,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28002.67629
t3,27985.096102102736,0.0,-633.9577421027336,0.0,0.0,0.0,0.0,0.0,0.0,-27363.77436
t4,27745.78612,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-27032.42212
t5,27877.192460000002,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-27163.78166
t6,28550.278620000005,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-27836.82102
t7,29054.143860964,0.0,-344.70183096399614,0.0,0.0,0.0,0.0,0.0,0.0,-28721.98443
t8,29379.225710000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29391.72131
t9,30281.32931,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30293.77811
t10,31869.83331,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31882.28211
t11,33347.113170000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33359.51517
t12,34174.43032,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34186.78552
t13,34142.767009999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34155.12221
t14,33768.76743000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33781.07583
t15,33388.37754000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33400.63914
t16,33159.54207,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33171.80367
t17,33890.12468,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33902.33948
t18,36295.71729999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36307.8853
t19,38410.34011,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38422.50811
t20,38508.45055999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38520.57176
t21,38276.52053999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38288.59494
t22,37425.97777999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37438.05218
t23,35893.86791999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35905.89552
t24,34197.137859999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34209.11866
t25,32984.04548,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32996.02628
t26,32494.32525,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32506.25925
t27,32485.759668828785,0.0,-1.2623688287861945,0.0,0.0,0.0,0.0,0.0,0.0,-32496.3845
t28,32965.26567,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32977.15287
t29,34195.201669999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34207.04207
t30,36722.53080999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36734.32441
t31,39795.03616999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39806.82977
t32,41711.46952999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41723.21633
t33,42212.65187999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42224.35188
t34,42762.50194999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42774.20195
t35,42982.01193999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42993.66514
t36,42769.23147999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42780.83788
t37,42269.659029999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42281.26543
t38,41576.00664,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41587.56624
t39,40889.21859999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40900.7314
t40,40623.09711999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40634.60992
t41,40932.854019999984,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40944.32002
t42,43079.774099999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43091.1933
t43,44593.11892999999,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45330.53813
t44,44535.056339999996,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45272.42874
t45,44497.595391736824,354.5605782631737,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44863.48157
t46,43673.28116999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43684.60677
t47,41543.00474,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41554.28354
t48,39331.321979999986,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39342.55398
t49,38063.6205,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38074.8525
t50,37492.99265999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37504.17786
t51,37284.590869999985,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37295.72927
t52,37631.42895999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37642.56736
t53,38622.79183999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38633.88344
t54,40920.59303,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40931.63783
t55,43857.32039,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43868.36519
t56,45224.46162,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45235.45962
t57,44640.53915,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44651.49035
t58,43676.85160999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43687.80281
t59,42741.56694999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42752.47135
t60,41410.93156,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41421.78916
t61,40142.29319,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40153.15079
t62,39104.33913,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39115.14993
t63,38300.387720000006,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38311.15172
t64,38086.14479,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38096.90879
t65,38738.475759999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38749.19296
