Resource,biomass,conventional_hydroelectric,conventional_steam_coal,conventional_steam_coal_5,conventional_steam_coal_1,conventional_steam_coal_2,conventional_steam_coal_3,conventional_steam_coal_4,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle_2,natural_gas_fired_combined_cycle_3,natural_gas_fired_combined_cycle_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combined_cycle_6,natural_gas_fired_combined_cycle_7,natural_gas_fired_combined_cycle_8,natural_gas_fired_combined_cycle_9,natural_gas_fired_combined_cycle_10,natural_gas_fired_combined_cycle_11,natural_gas_fired_combined_cycle_12,natural_gas_fired_combined_cycle_13,natural_gas_fired_combined_cycle_14,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine_2,natural_gas_fired_combustion_turbine_3,natural_gas_fired_combustion_turbine_4,natural_gas_fired_combustion_turbine_5,natural_gas_fired_combustion_turbine_6,natural_gas_fired_combustion_turbine_7,natural_gas_fired_combustion_turbine_8,natural_gas_fired_combustion_turbine_9,natural_gas_fired_combustion_turbine_10,natural_gas_fired_combustion_turbine_11,natural_gas_fired_combustion_turbine_12,natural_gas_fired_combustion_turbine_13,natural_gas_fired_combustion_turbine_14,natural_gas_fired_combustion_turbine_15,natural_gas_steam_turbine,natural_gas_steam_turbine_1,natural_gas_steam_turbine_2,natural_gas_steam_turbine_3,natural_gas_steam_turbine_4,natural_gas_steam_turbine_5,natural_gas_steam_turbine_6,natural_gas_steam_turbine_7,natural_gas_steam_turbine_8,natural_gas_steam_turbine_9,natural_gas_steam_turbine_10,natural_gas_steam_turbine_11,natural_gas_steam_turbine_12,natural_gas_steam_turbine_13,natural_gas_steam_turbine_14,natural_gas_steam_turbine_15,natural_gas_steam_turbine_16,natural_gas_steam_turbine_17,nuclear,nuclear_1,onshore_wind_turbine,small_hydroelectric,solar_photovoltaic,Battery,Total
t14,62.1,12.3084,0.0,0.0,0.0,3168.0,33.10422785083769,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,2586.7212476239247,0.0,0.0,7250.4,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,5602.496010534,0.0,469.142179558,0.0,32318.467030000003
t15,62.1,12.261600000000001,0.0,0.0,0.0,3168.0,33.10422785083769,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,1456.6870493369267,0.0,0.0,7250.4,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,6674.84510067,0.0,469.966677709,0.0,32261.559620000004
t16,62.1,12.261600000000001,0.0,0.0,0.0,3168.0,33.10422785083769,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,1466.8438947519232,0.0,0.0,7250.4,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,6722.642098908,0.0,426.37502405600003,0.0,32275.921810000003
t17,62.1,12.214799999999999,0.0,0.0,0.0,3168.0,33.10422785083769,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,1693.7775951159226,0.0,0.0,7250.4,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,6683.433704172,0.0,271.239968428,0.0,32308.46526
t18,62.1,12.168,0.0,0.0,0.0,3168.0,33.10422785083769,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,2653.7140442998457,0.0,0.0,7250.4,0.0,0.0,0.0,0.0,3908.266202642067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,6349.451158223999,0.0,36.33033255,0.0,33286.16492999999
t19,62.1,12.168,0.0,0.0,0.0,3168.0,33.10422785083769,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,2653.7140442998457,0.0,0.0,7250.4,0.0,0.0,0.0,0.0,4215.581408634078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,7871.543794782,0.0,0.0,0.0,35079.24244
t20,62.1,12.1212,0.0,0.0,0.0,3168.0,33.10422785083769,456.4,0.0,0.0,4179.6,0.0,0.0,1747.7897315619164,0.0,0.0,7250.4,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,9516.878846154,0.0,0.0,0.0,34794.188969999996
t21,62.1,12.0744,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,3052.9045771397596,0.0,0.0,1124.8498406201572,0.0,0.0,7250.4,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,10893.316579956,0.0,0.0,0.0,34049.30458999999
t22,62.1,12.0744,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,2122.308,0.0,0.0,1124.8498406201572,0.0,0.0,6961.100499235768,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,11213.17368786,0.0,0.0,0.0,33149.265620000006
t23,62.1,12.027600000000001,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,2122.308,0.0,0.0,1124.8498406201572,0.0,0.0,4678.712570903765,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,12046.285626191999,0.0,0.0,0.0,31699.942830000004
t24,62.1,11.9808,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,2122.308,0.0,0.0,1124.8498406201572,0.0,0.0,3657.4240000000004,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,12089.270038104,0.0,0.0,0.0,30721.591871008233
t25,62.1,11.9808,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,2122.308,0.0,0.0,1124.8498406201572,0.0,0.0,3657.4240000000004,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,9914.285443644,0.0,0.0,0.0,28546.607276548235
t26,62.1,11.934,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,2122.308,0.0,0.0,1124.8498406201572,0.0,0.0,3657.4240000000004,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,8961.584394294,0.0,0.0,0.0,27593.859427198237
t27,62.1,11.8872,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,2122.308,0.0,0.0,1124.8498406201572,0.0,0.0,3657.4240000000004,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,8458.78693149,0.0,0.0,0.0,27091.015164394237
t28,0.0,0.0,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,2122.308,0.0,0.0,1124.8498406201572,0.0,0.0,3657.4240000000004,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,9000.317847095765,0.0,0.0,0.0,27558.558880000004
t29,0.0,0.0,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,2122.308,0.0,0.0,1124.8498406201572,0.0,0.0,3657.4240000000004,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,9362.422497095766,0.0,0.0,0.0,27920.663530000005
t30,0.0,0.0,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,2122.308,0.0,0.0,1124.8498406201572,0.0,0.0,3657.4240000000004,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,10255.378087095763,0.0,0.0,0.0,28813.619120000003
t31,62.1,11.7936,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,2122.308,0.0,0.0,1124.8498406201572,0.0,0.0,3745.442155299763,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,10689.937781796001,0.0,0.0,0.0,29410.090570000004
t32,62.1,11.7468,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,2122.308,0.0,0.0,1124.8498406201572,0.0,0.0,4652.189790976761,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,10724.757139368,0.0,2.112936751,0.0,30353.723699999995
t33,62.1,11.700000000000001,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,2122.308,0.0,0.0,1124.8498406201572,0.0,0.0,5532.716751758766,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,10680.349047156,0.0,124.182798181,0.0,31311.86563
t34,62.1,11.700000000000001,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,2260.3087838367665,0.0,0.0,1124.8498406201572,0.0,0.0,7250.4,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,9494.240175918,0.0,410.631227341,0.0,32267.889220000005
t35,62.1,11.653199999999998,0.0,0.0,0.0,3168.0,33.10422785083769,84.76,0.0,0.0,3585.3368033567695,0.0,0.0,1124.8498406201572,0.0,0.0,7250.4,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,9066.777004008001,0.0,473.234519731,0.0,33228.01056
t36,62.1,11.606399999999999,0.0,0.0,0.0,3168.0,33.10422785083769,456.4,0.0,0.0,4179.6,0.0,0.0,1149.0705461919176,0.0,0.0,7250.4,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,8880.73159041,0.0,494.278591114,0.0,34053.086319999995
t37,62.1,11.606399999999999,0.0,0.0,0.0,3168.0,33.10422785083769,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,2369.6844101669258,0.0,0.0,7250.4,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,8045.532464976,0.0,480.67291257299996,0.0,34555.29538
t38,62.1,11.5596,0.0,0.0,0.0,3168.0,33.10422785083769,586.8000000000001,0.0,0.0,4179.6,0.0,0.0,2719.1003297769194,0.0,0.0,7250.4,0.0,0.0,0.0,0.0,3321.5639999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627,0.0,0.0,0.0,29.60396443324231,0.0,0.0,0.0,0.0,2520.0,2460.0,8152.508828178,0.0,486.861109761,0.0,35017.82906
